Title,Abstract,SDG_Labels,SDG_1,SDG_2,SDG_3,SDG_4,SDG_5,SDG_6,SDG_7,SDG_8,SDG_9,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16,SDG_17
Trends in gastric cancer burden in the Western Pacific region from 1990 to 2021 and projections to 2040,"Background: Gastric cancer (GC) is a major public health concern, particularly in the Western Pacific, a high-incidence region that bears significant economic and social burdens. Methods: Based on data from the Global Burden of Diseases, Injuries, and Risk Factors Study 2021, we conducted a comprehensive analysis of trends in the burden of GC in the Western Pacific from 1990 to 2021. We compared these trends with global and World Health Organization regional patterns, with a particular focus on geographic, gender, and age disparities. Health inequality was analyzed by comparing countries with different Socio-demographic Index (SDI) levels. Future trends in age-standardized rates were projected using the Bayesian Age-Period-Cohort (BAPC) model. Results: The GC burden of Western Pacific region remains above the global average, but improvements have outpaced global trends. China carries the highest burden, accounting for over half of regional cases, deaths, and disability-adjusted life years. While South Korea and Japan also experience high burdens, they have achieved notable reductions. Males consistently face higher burdens across age groups. Health inequality analysis shows narrowing gaps between high- and low-SDI countries, with the burden shifting toward less developed nations. BAPC model projections indicate a further decline in the GC burden by 2040. Conclusion: Despite substantial progress in countries like Japan and South Korea, continued focus is needed on less developed regions to reduce the remaining GC burden in the future.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trends in inequalities in disability in Europe between 2002 and 2017,"Monitoring socioeconomic inequalities in population health is important in order to reduce them. We aim to determine if educational inequalities in Global Activity Limitation Indicator (GALI) disability have changed between 2002 and 2017 in Europe (26 countries). We used logistic regression to quantify the annual change in disability prevalence by education, as well as the annual change in prevalence difference and ratio, both for the pooled sample and each country, as reported in the European Union Statistics on Income and Living Conditions (EU-SILC) and the European Social Survey (ESS) for individuals aged 30–79 years. In EU-SILC, disability prevalence tended to decrease among the high educated. As a result, both the prevalence difference and the prevalence ratio between the low and high educated increased over time. There were no discernible trends in the ESS. However, there was substantial heterogeneity between countries in the magnitude and direction of these changes, but without clear geographical patterns and without consistency between surveys. Socioeconomic inequalities in disability appear to have increased over time in Europe between 2002 and 2017 as per EU-SILC, and have persisted as measured by the ESS. Efforts to further harmonise disability instruments in international surveys are important, and so are studies to better understand international differences in disability trends and inequalities.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Trends in mortality rates where alcohol was a necessary cause of death in Brazil, 2000–2013","Objective. To analyze trends in mortality due to diseases and conditions fully attributable to alcohol in Brazil. Methods. This was an ecological time-series study. Proportional, specific, and age-standardized mortality rates between 2000 and 2013 that were due to underlying or contributing causes fully attributable to alcohol use were analyzed by sex, ethnicity/skin color, age group, and region of residence in the country. Data on deaths were obtained from the Brazilian Mortality Information System (SIM). Prais-Winsten regression was used to analyze trends. Results. Deaths with underlying causes and/or conditions contributing to death fully attributable to alcohol accounted for 2.5% of total deaths in the period. There were more deaths among men (3.8%) than among women (0.7%). In both sexes, there was a higher proportion of deaths in those 40–49 years old (27.9%) and those of black or pardo (mixed race) skin color (48.8%). Between 2000 and 2013, there was an upward trend in specific mortality rates attributable to alcohol in the country as a whole (average annual growth rate (AAGR) = 5.59%; 95% confidence interval (CI) = 3.55%-7.68%), especially in people aged less than 20 years old, in pardos (AAGR = 13.42%; 95% CI = 9.70%-17.25%), and in residents of the North region (AAGR = 17.01%; 95% CI = 14.94%-19.13%), the Northeast region (AAGR = 15.49%; 95% CI = 10.61%-20.58%), and the Midwest region (AAGR = 8.40%; 95% CI = 5.57%-11.32%). Conclusion. Alcohol is an important and growing cause of premature death in Brazil, especially among men, black/pardo people, and the population living in the most disadvantaged regions. This overall increase in the harmful use of alcohol reflects ethnic and socioeconomic inequalities in Brazil, and it also points to the need for population-based policies to reduce the impact of morbidity and to prevent early mortality.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Trends in obesity by socioeconomic status among non-pregnant women aged 15-49 y: A cross-sectional, multi-dimensional equity analysis of demographic and health surveys in 11 sub-Saharan Africa countries, 1994-2015","Background: Global obesity estimates show a steadily increasing pattern across socioeconomic and geographical divides, especially among women. Our analysis tracked and described obesity trends across multiple equity dimensions among women of reproductive age (15-49 y) in 11 sub-Saharan African (SSA) countries during 1994-2015. Methods: This study consisted of a cross-sectional series analysis using nationally representative demographic and health surveys (DHS) data. The countries included were Cameroon, Comoros, Congo, Cote d'Ivoire, Ghana, Kenya, Lesotho, Nigeria, Senegal, Zambia and Zimbabwe. The data reported are from a reanalysis conducted using the WHO Health Equity Assessment Toolkit that assesses inter- and intra-country health inequalities across socioeconomic and geographical dimensions. We generated equiplots to display intra- and inter-country equity gaps. Results: There was an increasing trend in obesity among women of reproductive age across all 11 SSA countries. Obesity increased unequally across wealth categories, place of residence and educational measures of inequality. The wealthiest, most educated and urban dwellers in most countries had a higher prevalence of obesity. However, in Comoros, obesity did not increase consistently with increasing wealth or education compared with other countries. The most educated and wealthiest women in Comoros had lower obesity rates compared with their less wealthy and less well-educated counterparts. Conclusion: A window of opportunity is presented to governments to act structurally and at policy level to reduce obesity generally and prevent a greater burden on disadvantaged subpopulation groups in sub-Saharan Africa.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trends in prevalence and factors associated with unintended pregnancies in Zambia (2001–2018),"Background: Unintended pregnancies can pose significant public health concerns for both maternal and child health because of their associated risks and implications. Experience of unintended pregnancies may lead to delay in seeking antenatal care, thus leading to increased risk of complications during pregnancy and childbirth. Globally, the prevalence of unintended pregnancies has declined. However, the problem remains acute in sub-Saharan Africa. This study was conducted to examine the factors associated with an experience of unintended pregnancy among women of reproductive ages in Zambia. Methods: This study used secondary data from the Zambia Demographic and Health Surveys (ZDHSs) which were conducted between 2001 and 2018. A pooled weighted sample of 4,090 pregnant women of reproductive age 15–49 years at the time of the survey was included in the analysis. Multivariable binary logistic regression model was employed to examine the association between independent correlates and experience of unintended pregnancy. All statistical analyses were conducted using Stata software. Results: Findings show that the proportion of women of reproductive age who experienced unintended pregnancy in Zambia declined from 50.4% (95% CI: 47.1, 53.8) in 2001 to 45.2% (95% CI: 40.5, 49.9) in 2018. The decline in the prevalence of unintended pregnancy is more pronounced among women age groups 25–29 years and 30–34 years. Increasing age was associated with an increased risk of experiencing unintended pregnancies. On the other hand, women who were living in rural areas (aOR = 0.76; 95% CI: 0.58, 1.00) and those with tertiary education (aOR = 0.46; 95% CI: 0.26, 0.80) were less likely to experience an unintended pregnancy. Women who desired a large family (aOR = 0.45; 95% CI: 0.24, 0.85) and those who watched television (aOR = 0.75; 95% CI: 0.59, 0.94) had lower odds of experiencing unintended pregnancies. Conclusions: The study has established that the prevalence of unintended pregnancy is still high in Zambia. Women’s age, place of residence, level of education, desired family size and exposure to media were associated with the risk of experiencing an unintended pregnancy. Enhancing access to family planning services and commodities targeting women with low education levels will be key to further reduce unintended pregnancies.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trends in preventive practices against diarrhoeal disease among under-five children: Experience from the largest diarrhoeal disease hospital in Bangladesh,"Background The burden of childhood diarrhoea remains one of the most important public health problems in countries like Bangladesh, which can be reduced by effective preventive measures. We aimed to investigate the trends in preventive measures practised among under five children with diarrhoea over the last 12 years. Methods Data was extracted from the Diarrhoeal Disease Surveillance System at Dhaka Hospital for the period 2012-2023. STATA 15 was used for analysis. We used the Joncheere-Terpstra trend test to examine the trend in preventive measures against diarrhoea and the slope index of inequality (SII) to determine their association with the wealth index. Result Among 20 373 participants, 61.0% were male, with a median (IQR) age of 11 months (8.0-16.0). Most (88.3%) had access to sanitary latrines, and 40.3% of households consumed boiled or filtered water. We found that 50.3% children aged 6-59 months received vitamin A, and 88.4% of children >9 months had measles vaccination. Breastfeeding practices were observed in 17.8% of the children. Significant upward trends were observed for sanitary latrine use and measles vaccination (p<0.001). Receiving vitamin A supplementation and boiled/filtered water consumption showed a declining trend (p<0.001). Parental education and maternal media exposure were found to be significantly associated with the preventive measures (p<0.05). The wealth index showed a significant association with vitamin A supplementation (p<0.01). However, SII does not indicate inequality between the groups. We found that children from wealthier quintile families had a significantly higher rate of measles immunisation, as indicated by the SII (p value=0.039). Conclusion Improving practices of preventive measures can significantly reduce diarrhoeal diseases among children under five. Emphasis should be placed on vitamin A supplementation and the consumption of boiled or filtered water. A targeted approach is essential, including promoting health education, enhancing health awareness, and increasing media exposure for mothers.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trends in regional inequalities in childhood anemia in Ethiopia: evidence from the 2005–2016 Ethiopian Demographic and Health Surveys,"Introduction: Globally, 269 million children aged 6–59 months were anemic in 2019. Of these, 103 million anemic children were from Africa. Childhood anemia is still a serious public health concern in SSA countries, including Ethiopia. In Ethiopia, the prevalence of childhood anemia largely varies by geographic administration regions. This study is aimed to examine trends in regional inequalities in childhood anemia in Ethiopia over the period 2005–2016. Method: This cross-sectional study was based on a pooled total sample of 17,766 children aged 6–59 months drawn from three rounds of the Ethiopian Demography and Health Surveys (2005–2016). We employed multilevel binary logistic regression analysis to identify the determinants of childhood anemia among children aged 6–59 months. We also used Theil and multivariate decomposition analyses to examine the levels and trends in relative regional inequalities in childhood anemia. Result: A combination of individual-, household- and community-level factors were significantly (p < 001) associated with childhood anemia. From the pooled data, the highest childhood anemia was observed in Somali (78.68%) followed by Afar region (72.76%) while the lowest childhood anemia was in Amhara (41.01%), Addis Ababa (42.64%) and SNNPR (44%) between 2005 and 2016. The total relative inequality declined from 0.620 in 2005 to 0.548 in 2016. Overall, one-third of change in regional inequalities in childhood anemia was due to the differential resulted from the difference in observable characteristics of the subjects. Conclusion: Overall progress made in Ethiopia was very slow with only a 13.14% reduction in the relative regional inequalities in childhood anemia over 11 years. The present study underscores addressing the existing disparities in socioeconomic status, maternal anemia and maternal employment status between emerging and non-emerging regions to reduce regional inequality in childhood anemia.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Trends in socio-economic, sex and geographic disparities in childhood underweight in Mauritania: Evidence from Multiple Indicator Cluster Surveys (2007-2015)","Background: Underweight is one of the largest contributors to child morbidity and mortality and is considered to be the largest contributor to the global burden of diseases in low-and middle-income countries. In Mauritania, where one-fifth of children are underweight, there is a dearth of evidence on socio-economic, sex and geographic disparities in childhood underweight. As a result, this study aimed at investigating the socio-economic, sex and geographic disparities in childhood underweight in Mauritania. Methods: Using the World Health Organization's (WHO) Health Equity Assessment Toolkit (HEAT) software, data from the Mauritania Multiple Indicator Cluster Surveys (MICSs) conducted between 2007 and 2015 were analysed. Childhood underweight was disaggregated by five equity stratifiers: Education, wealth, residence, region and sex. In addition, absolute and relative inequality measures, namely difference (D), population attributable risk (PAR), ratio (R) and population attributable fraction (PAF) were calculated to understand inequalities from wider perspectives. Corresponding 95% confidence intervals (CIs) were computed to measure statistical significance. Results: Substantial absolute and relative socio-economic, sex and geographic disparities in underweight were observed from 2007 to 2015. Children from the poorest households (PAR=-12.66 [95% CI-14.15 to-11.16]), those whose mothers were uneducated (PAF=-9.11 [95% CI-13.41 to-4.81]), those whose mothers were rural residents (R=1.52 [95% CI 1.37 to 1.68]), residents of HodhCharghy (PAF=-66.51 [95% CI-79.25 to-53.76]) and males (D=4.30 [95% CI 2.09 to 6.52]) experienced a higher burden of underweight. Education-related disparities decreased from 2007 to 2015. The urban-rural gap in underweight similarly decreased over time with the different measures showing slightly different reductions. Wealth-driven disparities decreased marginally from 2011 to 2015. The sex-based and regional disparities increased, at least on average, over the 8-y intersurvey period. Conclusions: The burden of underweight was significantly higher among children from disadvantaged subpopulations, those with uneducated and poorest/poor mothers, those living in rural areas and those living in HodhCharghy. Special nutrition intervention and efforts focused on these deprived subpopulations are required to reduce childhood morbidity and mortality associated with underweight and help achieve the Sustainable Development Goals.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trends in socioeconomic inequalities in self-assessed health in 17 European countries between 1990 and 2010,"Background Between the 1990s and 2000s, relative inequalities in all-cause mortality increased, whereas absolute inequalities decreased in many European countries. Whether similar trends can be observed for inequalities in other health outcomes is unknown. This paper aims to provide a comprehensive overview of trends in socioeconomic inequalities in self-assessed health (SAH) in Europe between 1990 and 2010. Methods Data were obtained from nationally representative surveys from 17 European countries for the various years between 1990 and 2010. The agestandardised prevalence of less-than-good SAH was analysed by education and occupation among men and women aged 30-79 years. Socioeconomic inequalities were measured by means of absolute rate differences and relative rate ratios. Meta-analysis with randomeffects models was used to examine the trends of inequalities. Results We observed declining trends in the prevalence of less-than-good SAH in many countries, particularly in Southern and Eastern Europe and the Baltic states. In all countries, less-than-good SAH was more prevalent in lower educational and manual groups. For all countries together, absolute inequalities in SAH were mostly constant, whereas relative inequalities increased. Almost no country consistently experienced a significant decline in either absolute or relative inequalities. Conclusions Trends in inequalities in SAH in Europe were generally less favourable than those found for inequalities in mortality, and there was generally no correspondence between the two when we compared the trends within countries. In order to develop policies or interventions that effectively reduce inequalities in SAH, a better understanding of the causes of these inequalities is needed.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trends in the Intraindividual Double Burden of Overweight/Obesity and Anemia among Adult Women Living in 33 Low- and Middle-Income Countries: A Secondary Analysis of Demographic and Health Surveys from 2000-2019,"Background: Changes in overweight/obesity and anemia among women have been investigated in multiple studies, but the rate at which their coexistence at the individual level has evolved remains unknown. Objectives: We aimed to 1) document trends in the magnitude and inequalities of the co-occurrence of overweight/obesity and anemia; and 2) compare these with overall trends in overweight/obesity, anemia, and the co-occurrence of anemia with normal weight or underweight. Methods: For this cross-sectional series study, we used 96 Demographic and Health Surveys from 33 countries with available anthropometric and anemia data among nonpregnant adult women (20–49 y old; n = 1,648,308). The primary outcome was defined as the coexistence of overweight or obesity (BMI ≥25kg/m2) and anemia (hemoglobin concentrations <12.0 g/dL) within the same individual. We computed overall and regional trends through multilevel linear regression models and by sociodemographic characteristics (i.e., wealth, education, and residence). Estimates at the country level were calculated through ordinary least square regression models. Results: From 2000 to 2019, the co-occurrence of overweight/obesity and anemia increased modestly at an annual rate of 0.18 percentage points (95% CI: 0.08, 0.28 percentage points; P < 0.001), ranging from 0.73 percentage points in Jordan to -0.56 percentage points in Peru. This trend occurred in parallel with overall increases in overweight/obesity and reductions in anemia. The co-occurrence of anemia with normal weight or underweight was reducing in all countries, except Burundi, Sierra Leone, Jordan, Bolivia, and Timor-Leste. Stratified analyses yielded an upward trend in the co-occurrence of overweight/obesity and anemia across all subgroups but particularly in women from the 3 middle wealth groups, no education, and capital city or rural residents. Conclusions: The rising trend in the intraindividual double burden suggests that efforts to reduce anemia among women living with overweight/obesity may need to be revisited to accelerate progress toward the 2025 global nutrition target of halving anemia.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Trends in the global, national, and regional burden of breast cancer among adolescents and young adults from 1990 to 2021: Analyses of the 2021 global burden of disease study","Background: This study was devised to evaluate the burden of breast cancer (BC) among adolescents and young adults (AYAs) between 1990 and 2021. Methods: BC burden among AYAs (15–39 years of age) was analyzed by examining the associated age-standardized incidence rate, age-standardized prevalence rate, age-standardized death rate, and age-standardized disability-adjusted life year (DALY) rates between 1990 and 2021 at the global, national, and regional levels, together with corresponding analyses of health inequality and decomposition analyses. Results: In 2021, the respective global age-standardized incidence rate, age-standardized prevalence rate, age-standardized death rate, and age-standardized DALYs for BC were 5.87 (5.39,6.41), 49.35 (45.46,53.86), 1.37 (1.24,1.51), and 80.8 (72.84,89.23), which respectively showed increases of 33.4 %, 35.2 %, 1.5 %, and 3.3 % compared to the rate of 1990. While women comprise the vast majority of all BC cases, a higher average annual percent change was observed for males relative to females at the global level. The average annual percent change for BC incidence, prevalence, death, and DALYs among men AYAs (2.59, 2.49, 1.06, 1.10) were all higher than the corresponding values among women (0.91, 0.96, 0.02, 0.09). Regional and national differences in disease burden were observed. BC disease burden was significantly positively correlated with socio-demographic index (SDI). Similar trends were observed in terms of female disease burden, whereas disease burden of male patients was negatively related to SDI. In decomposition analyses, the primary factors associated with changes in age-standardized DALY rates were identified as aging and population growth. Health inequality analyses revealed that the burden of BC among AYAs was particularly concentrated in lower-income countries. Conclusions: These results highlight that the burden of BC among AYAs has grown in recent decades, while also emphasizing the need to be attentive to the rising occurrence of male BC. Lower-income regions also faced a heavier BC-related burden as compared to more affluent nations. Efforts to reduce the disease burden associated with BC may thus hinge on government-based initiatives focused on improving overall national economic strength and medical system quality.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Trends of inequalities in childhood immunization coverage among children aged 12-23 months in Kenya, Ghana, and Côte d'Ivoire","Background: Immunization is one of the most cost-effective health intervention to halt the spread of childhood diseases, and improve child health. Yet, there is a substantial disparity in childhood immunization coverage. The overall objective of the study is to investigate the trends of within-country inequalities in childhood immunization coverage among children aged 12-23 months in Kenya, Ghana, and Côte d'Ivoire. The three countries included in this study are countries that are on the verge of entering the accelerated phase of the Gavi, the Vaccine Alliance's co-sharing of costs of vaccine and eventually assuming full costs of vaccines. Côte d'Ivoire is in the Gavi preparatory transition phase, entering the accelerated transition phase in 2020, with an expected transition to full self-financing in 2025. Ghana is expected to enter the accelerated transition phase in 2021 and to full self-financing in 2026 while Kenya will enter in 2022 and fully self-finance in 2027. We examine the pattern of inequality in childhood immunization coverage over time through an equity lens by mainly exploring the direction of inequality in coverage. Methods: We use data from the Demographic Health Surveys and Multiple Indicator Cluster Surveys. The rate difference, rate ratio, and relative concentration index are used as measures of inequality. Results: Results of the study suggest that in most years inequality in immunization coverage in the three countries persist over time, and it favors the most-advantaged households. However, there is a sharp decrease pattern in inequalities in childhood immunization coverage in Ghana over time. Conclusion: Policymakers could be more strategic in addressing pro-rich inequality in immunization coverage by designing health interventions through an equity lens. Using inequality data and putting disadvantaged households at the center of health intervention designs could increase the efficiency of the primary health care system and reduce the incidence of mortality and morbidity as a result of vaccine-preventable disease.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trouble in paradise: Ethnic conflict in Mauritius,"This article identifies the factors that led to inter-ethnic violence in the Indian Ocean island state of Mauritius early in 1999. Until then, Mauritius had been one of the most successful of developing countries, achieving rapid economic growth, huge improvements in the average standard of living, and the consolidation of democratic institutions and procedures. Despite the multi-ethnic character of its population, it avoided ethnic violence for more than three decades after becoming independent in 1968. We demonstrate that the increased inequalities associated with economic growth created social strains; that the failure of the education system to adapt to new social needs has helped to perpetuate inequalities; and that the fact that inequality partly coincides with ethnic divisions transformed those social strains into an explosive situation. Our analysis suggests a number of steps that might be taken to reduce the likelihood of a recurrence of inter-ethnic violence in Mauritius and identifies some general lessons from the Mauritian experience.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
True master of our own destiny: the Third World and the decolonisation of political freedom,"This article explores how the Third World articulated a novel political vocabulary of freedom and domination during the post-war era, culminating in the demands for a New International Economic Order (NIEO) and the Charter of Economic Rights and Duties of States (CERDS). Drawing on Latin American structuralism and a conception of freedom as non-dependency, peripheral countries reframed sovereignty not merely as non-interference but as emancipation from structural economic domination. Through the analysis of key political events—such as the Algiers Charter, the Third Session of the United Nations Conference on Trade and Development (UNCTAD III), and the Sixth Special Session of the UN General Assembly—this study shows that the Third World developed a distinctive understanding of international inequality, linking development to autonomy and sovereign control over economic structures. The article challenges dominant interpretations that reduce Third World demands to just material self-interest or mere extensions of Western liberal ideals. Instead, it argues that these initiatives constituted an original, systemic critique of the global economic order, with lasting relevance for contemporary debates on development and freedom.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trust in Robotics and Automation in the Construction Industry: The Case of Malaysia,"The construction industry in Malaysia faces numerous challenges, resulting in lower productivity compared with other sectors. The industry has been slow to embrace digitalization, relying heavily on manual work and outdated project management practices. This has led to complex and time-consuming projects, hindering Malaysia’s progress as a developed country and causing issues such as high housing prices and traffic congestion. Furthermore, the industry’s resistance to change and the fear of job loss impedes the adoption of robotics and automation. This study aims to identify strategies to build trust and promote the use of robotics and automation in the Malaysian construction industry. An in-depth interview survey was done with 14 respondents from different backgrounds in the industries including clients, contractors, and consultants. The approach for physical in-depth interviews begins with contacting respondents who meet the requirements, and an in-depth interview date that is judged acceptable is then set up. In connection with the digital revolution, another approach of contacting more significant respondents is to provide the in-depth interview questions by building an interview form online for respondents who are unable to meet physically. A thematic analysis review from the interview was analyzed to identify the issues and strategies to build trust in robotics and automation in the construction industry. The study findings show that there are three main issues in the matter which are economy, promotion, and enforcement while the strategies to countermeasure the issues are economy, enforcement, and training. The study finding can assist in helping to understand the need of raising trust in the matter and implementing suitable strategies to utilize robotics and automation to the fullest, as well as to serve as a guideline for industry practitioners to integrate new technology into design and construction to reduce time-consumption, cost, and increase quality of work that aligns with Sustainability Development Goals (SDG) number 11 which is to make cities and human settlements inclusive, safe, resilient, and sustainable.",11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Trust, welfare states and income equality: Sorting out the causality","The cross-country correlation between social trust and income equality is well documented, but few studies examine the direction of causality. We show theoretically that by facilitating cooperation, trust may lead to more equal outcomes, while the feedback from inequality to trust is ambiguous. Using a structural equation model estimated on a large country sample, we find that trust has a positive effect on both market and net income equality. Larger welfare states lead to higher net equality but neither net income equality nor welfare state size seems to have a causal effect on trust. We conclude that while trust facilitates welfare state policies that may reduce net inequality, this decrease in inequality does not increase trust. © 2014 Elsevier B.V.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tuberculosis remains a challenge despite economic growth in Panama,"Tuberculosis (TB) is a disease associated with inequality, and wise investment of economic resources is considered critical to its control. Panama has recently secured its status as an upper-middle-income country with robust economic growth. However, the prioritisation of resources for TB control remains a major challenge. In this article, we highlight areas that urgently require action to effectively reduce TB burden to minimal levels. Our conclusions suggest the need for fund allocation and a multidisciplinary approach to ensure prompt laboratory diagnosis, treatment assurance and workforce reinforcement, complemented by applied and operational research, development and innovation. © 2014 The Union.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Turning difficulties into possibilities: Engaging Roma families and students in school through dialogic learning (Spain),"The large-scale European Union-funded research INCLUD-ED, Strategies for Inclusion and Social Cohesion in Europe from Education (European Commission, FP6, 2006-2011) has identiﬁed Successful Educational Actions (SEAs) that have improved educational outcomes for many children and young people in Europe. These actions are characterised by reorganising the available resources in the school and the community to support all pupils’ academic achievement, instead of segregating some of them according to ability or by lowering down their educational opportunities. SEAs derive from a rigorous analysis of the educational systems, theories and practices, particularly, from the successful actions identiﬁed in 27 case studies across the European Union of schools serving families from low socio-economic status where children achieve excellent results (Valls & Padrós, 2011). For instance, some SEAs studied through the INCLUDED Project are interactive groups, dialogic reading, after-school clubs and some family education programmes like the dialogic literary gatherings. As a result of implementing these SEAs, these schools have improved students’ performance and enhanced social cohesion, providing all children with better learning opportunities to reduce social and educational inequalities (Flecha, García, Gómez, & Latorre, 2009). These are not isolated best practices that lead to good results in particular cases or contexts. Rather, they are actions which have resulted in school success in different countries and very different environments, as they contain universal components, transferable across con-texts. These SEAs were clariﬁed in the INCLUD-ED Final Conference, held at the European Parliament’s headquarters on 6 December 2011. Researchers, including Members of Parliament, and end-users-including Roma family members-presented together the actions that have evidenced improvements in schools and communities, regardless of children’s ethnic background or socioeconomic status.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Twinning to reduce research and innovation inequalities in paediatric solid tumours across Europe,"Inequalities in research and innovations affect childhood cancer survival across Europe. Vilnius University Hospital Santaros Klinikos (VULSK, the coordinator) and eight research-intensive institutions from seven European countries implemented the TREL project (Twinning in Research and Education to improve survival in childhood solid tumours in Lithuania) supported by the Horizon 2020 Widening programme. TREL aimed to enhance translational, clinical, and survivorship research in paediatric CNS, neuroblastoma, and renal tumours to improve future treatment outcomes in Lithuania. From January 2021 to December 2023, 49 VULSK professionals and 55 peers from partner institutions collaborated in this twinning program. Achievements after three years were: nine educational events, the initiation of basic and clinical research on fertility preservation, ten VULSK researchers joining international research groups, six signed agreements to participate in international academic clinical trials and the implementation of the European Survivorship Passport. Thirty patients received individual treatment recommendations following multidisciplinary discussions with experts from partner institutions. Twenty-five rare genetic variants were classified by the twinning bioinformatician teams with direct consequences on patient management. In conclusion, coordination of the Horizon 2020 project enhanced VULKS's research capacities, networking channels and attractiveness for industry and academia-initiated innovative actions that will improve survival rates in the long run.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Two case studies of economic development in multiethnic nations,"Yugoslavia and Indonesia are examined as case studies to determine why some multiethnic nations achieve sustained economic development while others fail in this. Nobuyuki Ichikawa says that purely economic models do not provide adequate answers, and he suggests some factors that assist developing countries increase economic development and reduce the chance of ethnic conflicts within their borders. These include the central government's power to creatively redistribute income to lessen economic inequalities between ethnic and religious groups. Ichikawa works for the Bank of Japan and was seconded to IIPS in 1995. © 1997, Taylor & Francis Group, LLC.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Two different ethical notions of benefit sharing of genetic resources and their implications for global development,"Can genomics working with crop genetic resources, which can be relevant for developing countries, contribute in reducing the gap between rich and poor countries in using modern biotechnologies? In this paper we concentrate on the extent to which benefit sharing of genetic resources can be a mechanism to harness genomics for development and to reduce the ""biotechnology divide"" or ""genomics divide"". First we analyze the existing arrangements (Convention on Biological Biodiversity, the International Treaty on Plant Genetic Resources for Food and Agriculture, FAO 2001) and we conclude that these presuppose predominantly a concept of commutative justice, which is at the basis of considerable drawbacks. Secondly we propose arrangements founded on another concept of justice, distributive justice, which forbids enhancing (existing) inequalities. Upstream benefit sharing of genetic resources is proposed as an interesting alternative, which connects with several coalitions of scientists and poor farmers in the third world. These alternatives offer good prospects to contribute to the reduction of the ""genomics divide"". © 2009 Taylor & Francis.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Two to Tango: Multiple affirmative action policy in education and employment,"Is it justified to continue awarding multiple instances of affirmative action (AA) in education and employment to the same people to reduce inequality, as is done in various countries worldwide? Previous studies have shown that proposed solutions to reduce inequality among social groups, such as single or multiple AA policies, have positive first-order effects on outcomes such as enhanced enrollment, fewer dropouts, higher attendance, and lower performance differences. However, the second-order effect of AA policies on labor market outcomes remains understudied, with mixed findings. Therefore, this study employs a quasi-natural experiment with data from 21,270 graduate students and a difference-in-differences strategy to estimate the impact of AA policies on educational and skill performance, thereby reducing inequality. We find that AAs significantly reduce educational inequalities, while significantly increasing the skills gap. However, the impact of AAs on these outcome variables was small. Furthermore, the skill difference was significantly higher than the educational gap. Hence, while AAs increase access to education, they may not necessarily enhance employment-related skills or competencies. Consequently, we advocate continuing AA policies to provide short-term relief to disadvantaged groups seeking access to educational institutions. However, individual skills and competencies are required for employment and cannot be addressed through AA policies. Given the larger skill difference even after an undergraduate degree, we propose that AA policies are institutionally required to overcome the skill gap. In other words, there could be greater emphasis on skill development, such as bridge programs, specialized courses, supplementary classes, and remedial courses, to improve employment outcomes for persons from historically marginalized groups.",10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
