text,labels
"Over longer periods this share increases with estimates suggesting that over a lifetime half of Americans will experience poverty (McKeman et al., Other, less important explanations are the increasing international integration of labour markets through trade and, more recently, off-shoring, and also the declining penetration of labour unions and the falling real value of the federal minimum wage. The reshaping of the income distribution in LIS countries”, a paper prepared for presentation at the conference on “Inequality and the Status of the Middle Class: lessons from the Luxembourg Income Study”, Luxembourg, 28-30 July.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Funding support needs to be created in order to encourage such activities. There are examples around the world where universities are provided with such funds that give them enough freedom to co-operate with each other and undertake joint activities to promote regional and community development. Similarly, recruitment, hiring and reward systems should reflect a commitment to regional engagement, which in turn needs to be recognised as a scholarly practice.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In particular sport programmes, and sporting role models, can reinforce health education and messaging to reduce risk factors for NCDs. Sport programmes for female empowerment can include sessions where health information is discussed and participants are educated on sexual and reproductive health, HIV and AIDS, and nutrition and hygiene (Kay 2009). • Research has shown this can be more effective than conventional approaches in improving knowledge and attitudes amongst young people through the use of alternative communication and peer leader support (Delvaa et al. It is also a major focus within the SDP sector, especially in the area of HIV and AIDS.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This suggests a need for questions concerning gender equality and for representation of women's interests to be included by institutions from the local to the global level. Action and pressure from social movements are central in challenging and reworking the discriminatory cultures, practices, biases and stereotypes that are often evident in policy institutions and organizations. In many countries and regions, informal economy workers, producers and consumers are organizing collectively, both to contest dominant development models and to advocate for and indeed, demonstrate, alternatives. They include La Via Campesina, which since the 1990s has grown into a globally-networked movement to defend the rights of smallholder farmers in the face of pressures from large-scale corporate agriculture.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It closes with a series of targeted recommendations. The use of such data by the OECD is without prejudice to the status of the Golan Heights, East Jerusalem and Israeli settlements in the West Bank under the terms of international law. The make-up of public sector decision-making bodies should be representative of society at large if public needs are to be legitimately articulated and addressed.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
It is designed to target those living in extreme poverty or just above this threshold. The programme conditions recipiency on actions from beneficiaries in terms of investment in education and medical check-ups for children and pregnant women. It was launched in 1997 with coverage limited to rural areas before extending to urban areas since 2001.,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In addition, the rate of automation of jobs is steadily increasing in both high and low-wage countries. The aim is no longer only to provide a basic education for all, but to provide an education that will make it possible for everyone to become ""knowledge workers"". Such education will need to build the very high-level of skills required to solve complex problems never seen before, to be creative, to synthesise material from a wide variety of sources, to see patterns in the information that computers cannot see, to work with others in productive ways, and to be able to both lead and to be a good team member when necessary. This is what is required in today's ""flat"" world - where all work that cannot be digitised, automated and outsourced can be done by the most effective and competitive individuals, enterprises or countries, regardless of their location.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"With increased public and private investment in ICT skills, young people can help their communities and countries leapfrog into higher value-added industries. To generate inclusive growth and achieve SDG 1, initiatives that work in practice need to be scaled up. The iHub in Nairobi, Kenya, for example, employs young entrepreneurs to invent ICT solutions to local problems, such as to expand access to health care and education, and better link marginalized groups to these critical services.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Through this investment the production capacity of the industry will increase from 8 million tonnes to 10.4 million tonnes of Urea and from 1.37 million tonnes to 3 million tonnes of NPK. Organic standards were introduced in 2003. The goal for 2010 is the development of the framework for organic certification and accreditation.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The Socio-Cultural Blueprint builds on the idea of multistakeholder and multi-sectoral engagement and calls for promotion and integration of Sustainable Consumption and Production Strategy and best practices into national and regional policies or as part of CSR activities (ASEAN, 2016b). The Political-Security7 Blueprint calls for strengthening collaboration with the private sector and other relevant stakeholders to instil CSR (ASEAN, 2016c). Notably, at the 24* ASEAN Labour Ministerial Meeting on 15 May 2016 in Vientiane, ASEAN labour ministers adopted the Guidelines for Corporate Social Responsibility on Labour to provide broad guidance to governments, enterprises, employers’ and workers’ organisations on raising awareness, proactively encouraging engagement, and promoting social dialogue and compliance with core labour standards (ASEAN, 2016d).","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The ‘Transfers to SECTOR’ numbers reported here include estimations for management and enforcement expenditures, where missing. World’s total values of production for catch and aquaculture were sourced from the FAO Yearbook, Fishery and Aquaculture Statistics, 2015. Both numbers have been corrected adding the value of seaweed production; aquaculture has also been adjusted to account for the value of Chinese production reported to the OECD.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"The State, through the education process, will create conditions and opportunities and will stimulate the technical, scientific, technological and humanistic training of workers in order to ensure their incorporation into the social process of work in decent, safe and secure productive jobs that guarantee the employee’s welfare. In the event of termination of the employment relationship for reasons beyond the control of the worker, or in cases of dismissal without just cause when the employee expresses a wish not to request re-instatement, the employer must pay compensation equivalent to the amount corresponding to social benefits. The chief motivation of governments was to maintain social peace and avoid major social conflicts. Institutions were created gradually, from the first labour inspectorates and employment offices to labour ministries.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In 2013, the programme also provided digital teaching material and technological infrastructure such as Internet connection to several rural schools (MINEDUC, ACE and ES, 2016). In 2014, a complementary programme Integrating Rurality (Integrando la Ruralidad) that offered offline digital resources was implemented in 2 043 schools that had limited Internet access. Students are either enrolled in special education schools (escuelas especiales) or integrated in mainstream schools. In 2015, there were 782 special education schools offering basic education (Years 1 through 8) and no special schools were available for Years 9 or above. Most special basic education schools (91%) were located in urban areas.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A clear and understandable institutional framework, including the roles and mandates of the different agencies involved (e.g. PPP units, supreme audit institution, sector regulators) should also be established. A clear and reliable legal framework for PPPs - together with transparent disclosure of bid assessment methods, such as computation of the PSC -provides an important policy signal to the private sector. Considering the technical complexities associated with clean energy technologies, it will also be important that the PPP unit possess the necessary technical and human resources capacity to accurately evaluate the risks, benefits and costs associated with PPPs in clean energy infrastructure.","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It contributes to the study of educational inequality by evaluating how the way in which educational inequality is both conceptualized and measured influences country rankings. Such choices, in turn, have implications for the policy conclusions that are drawn from international comparisons. These values have increasingly been incorporated into a global consensus, now that they form an explicit Sustainable Development Goal (United Nations, 2014), a World Bank (2015) goal and part of the most recent International Monetary Fund (IMF) narrative (IMF, 2017; Clements et al., The same values have also been central to the aims of recent protest movements such as Occupy Wall Street and Los Indignados.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"It is not clear in what time frame these obstacles will be overcome. It takes advantage of the fact that like the majority of higher organisms, including mammals and humans, the mosquito carries a significant microbiome (symbiotic bacteria) in its gut (Pumpuni et al., The idea is then to engineer these symbiotic bacteria to produce interfering products (effector molecules) that arrest parasite development.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"They are designed to In Scotland, national quality registers and clinical audits have emerged as bottom-up, clinical-led processes in Scotland, often led by pioneering clinicians. In addition, Scotland participates in the UK-wide programme of national clinical audits run by the Healthcare Quality Improvement Programme (HQIP). Scotland Performs measures and reports on progress in achieving the outcomes in the National Performance Framework.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The class A units are modern slaughterhouses supplying high quality carcasses to processors and factories producing packed fresh meat and sausages for retailers. A range of small- and medium-sized market-oriented enterprises provide slaughter facilities and supply bazaars and shops with fresh meat or provide sausage and other meat products. These enterprises have problems meeting international veterinary and hygiene standards, and most sausages have a shelf life of less than a week (FAO, 2010b). High-income urban consumers are more often concerned that the beef has passed through Class A slaughterhouses and factories with strict sanitary controls.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Korea’s position in Figure 3.8 indicates that it is at the high end of the distribution of potential years of life lost though not significantly above the average overall. The trend data for admissions for COPD, hypertension, uncontrolled diabetes and longterm diabetic complications indicate an increase in the volume of admissions over the past five years. Among OECD countries, Korea has almost the longest average length of stay for all the chronic conditions mentioned in this report and worryingly the trend in length of stay has risen sharply in recent years. In terms of potential years of life lost for chronic conditions amenable to preventive action, Korea is not significantly above the average for OECD countries. However it is at the high end of the distribution and given that the full effects of epidemiological transition from ageing and rising chronic diseases are yet to be felt, and will be compounded by an under developed primary care system, it is most likely a matter of time before the number of premature years of life lost for chronic conditions reach the outlier level. Community health care infrastructure is skewed towards institutions that are defined by - and often seeking to add - beds, and provide outpatient primary care services.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"However, the paper does not consider the effect of other major mechanisms on education performance. Above all, student education performance is affected by parents’ income levels and the degree of care. Since income inequality is a very important variable in explaining education performance, the empirical analysis needs to include such related variables.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"These mandates take the form of intergovernmental regulations, grant conditions, prohibition of actions contrary to national policy (so-called ""pre-emptions"") and, in some cases, significant under-estimates of the true costs of (in principle) funded mandates. Reforms to curb or eliminate unfunded mandates are often limited in scope and may erode over time as new cost-shifting mechanisms are employed (OECD, 2010c). While mandates are often legitimate tools of policy and may help curtail harmful forms of inter-jurisdictional competition, address spillovers that go beyond the jurisdiction (externalities) or ensure conformity with national priorities, they can also distort local government spending priorities and put local budgets (and thus service provision and investment) under strain. Closely linked to this is the question of the degree of control that local governments have over their own spending: in many countries, the share of “mandatory spending” based on national legislation is rather high.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Further, some within the private sector have adopted certain principles or environmental and social safeguards (e.g. IIGCC statement and Equator Principles) that are relevant to climate finance. However, the key requirement of the private sector for effective investment generally involves maximising risk-adjusted financial returns. In addition, the aims of different sources of climate finance interventions are also affected by the channels through which they flow.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Over the past decade, the Sistema Nacional de lndicadores de Calidad en Salud (INDICAS) has published a range of indicators covering primary, secondary and emergency care (including patient satisfaction rates) across SP and SS services. In addition, a number of other initiatives are underway in the separate sub-systems. This data collection has the potential to be a rich source of valuable information to drive change and improvement.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Interestingly, at the bottom of the distribution, New Zealand and Saudi Arabia appear to have laxer regulations than the United States, even though the relative ranking of these three countries is heavily dependent on the relative weight given to EPC with respect to EPR in the aggregation.33 Canada, the United Kingdom and Brazil also have relatively light regulations for individual and collective dismissals of regular workers. In 2011, 12% of OECD employees were on fixed-term contracts, but in certain countries their share was as large as 27% (in Poland). These figures are much higher among youth.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In Morelos IMOFI delivers the “business credit programme”, which has features akin to those of the federal SMEPP and helps SMEs obtain medium-sized credit that would be hard to receive by commercial banks. In Queretaro SOFEQ runs Credito Pyme, which disburses credit on the average of MXN 700 000 for firms engaged in the strong manufacturing base of this state (e.g. automotive and aerospace industries). Rather than scattering resources in too many streams, they focus on those industries where the state has a comparative advantage and which can accordingly impact the most on local development.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The development of cultural competent standards of care for health providers is a necessary pre-condition to achieve this goal. Traditional healing is a part of traditional knowledge among indigenous peoples. Knowledge traditions and world views constitute the context for the health care system of a society.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"These trends suggest that family composition may play an increasingly important role in influencing the risk of living in low-income families in the future. However, evidence suggests that in some countries the risks associated with being in poverty as a result of living in vulnerable families are much lower than in other countries and an important question for policy makers is why this might be the case. How, for example, do some countries such as the Netherlands and Sweden avoid high rates of poverty among lone-parent families?","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The weak positioning of women in economic, legal, political and socio-cultural spheres also renders them more vulnerable and less resilient to shocks. The experience of past crises has revealed several significant channels of gender impact. First, cuts in social spending led to significant increases in the burden of unpaid work borne by women which compensates for the loss of public provisioning.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This suggests that relative child poverty is lower when social spending per head is higher and also that, at given expenditure levels, child poverty is lower when the poorest fraction of the population receives a higher proportion of social spending. Table C 2 provides detailed results of regressions applied to anchored child poverty rates. The proportion of jobless families appears to be one of the main determinants of the evolution of ""absolute"" poverty, measured by reference to its level in 2005. Increased per capita social spending also appears to play a particularly important role in reducing the level of ""absolute"" child poverty.","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In response to this and in order to move closer to ratification of the Convention, the Government of Namibia set up a Wages Commission in 2012 to recommend a new minimum wage for domestic workers and investigate other conditions of work (Hammerton, 2013). Both exist primarily outside of the traditional market sphere, but they are increasingly commodified and their market valuation is far from an accurate reflection of their social value. In a related sense, they are public goods with positive externalities that make the market mechanism an economically inefficient arbiter of their use.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The trickle-down paradigm which prevailed in the 1980s was seriously challenged when new research and country experiences demonstrated that economic growth did not necessarily translate into human development. This understanding led to a major revision of development policies aimed at improving the consistency between economic growth and human development objectives. Developing countries made major efforts to increase investments in education, health, water and sanitation.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The benefit function also incorporates parameters that affect all users, such as input and output prices and weather.7 For example, in a dry year, it is expected that the benefit from applying any amount of water to a crop will be larger than in a wet year. First-best optimisation would require explicit valuation of all possible environmental services associated with the groundwater resource, both now and in the future. Instead, society decides on the level of hydrologic services that is desirable and the economic problem is to achieve that level using a solution that maximises benefits to water users.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"As part of an effort to achieve self-sufficiency in sugar production, announced toward the end of the 1970s, BULOG’s role was extended in 1981 by giving it the monopoly on sugar imports and all purchases of domestic production. In effect, BULOG was given complete control over the supply of sugar on the domestic market. The distribution chain and most prices were also regulated.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Overall, connecting people and devices through ICT technologies can have widespread benefits throughout society and on the economy. The future possibilities of IoT and Al bring yet another dimension to how the use of ICTs can contribute to lowering transaction costs, improving system efficiency and transform production and delivery chains. However, while developing countries have the opportunity to leapfrog the digital development by directly deploying more advanced technologies, the digital transformation of society requires investments across many sectors.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"The overriding objective should be to reduce risk, stimulate deployment and bring down costs. Evidence suggests that a large proportion of breakthrough innovations tend to come from new firms that challenge existing business models. Many countries have opted to provide tax- and other financial incentives to directly lower capital costs of low-carbon investment options.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Around 85% of them are below 2 hectares and almost 95% are below 5 hectares. But these small and medium-sized farms only account for a small share of the world’s land. The reasons include an absence of information at all for a number of countries, a current farm count based on old census in low- and middle-income likely to have seen an increase in farm population. This pattern is largely due to the dominance of larger farms in high-income countries and upper middle-income countries, in particular in Latin America.","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The proposed agreement has the potential to reduce trade barriers between the two trading blocs. A key output of the Plan is the creation of voluntary partnership agreements (VPAs) between the EU and tropical timber-supplying countries. As of May 2014, VPAs had been signed with six countries - Cameroon, the Central African Republ ic, the Republic of the Congo, Ghana, Indonesia and Liberia. It is estimated that about 30% of total global roundwood production originates from certified forest areas.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"Best Practice Summaries offer detailed information, such as training needs, cost components, literature base, lessons learned and contact information. As of 2009/10, newly added best practices are assigned to one of four BPC evidence types, describing the strength of evidence and the generalisability of results. A number of initiatives aim to articulate high school and postsecondary CTE, helping students in making a smooth transition from one level of education to another without delays or duplication in learning.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"If 24 Mtoe had been converted into electric power with 30 per cent efficiency, 8 Mtoe could have been exported to the grid which sold 34 Mtoe to end users. This is of particular significance, considering that sugar cane production has grown at a much faster pace then overall energy demand. Brazilian ethanol production soared to 12.3 billion litres in 1985-1986 from just 600 million litres in 1975-1976, and about 10 million vehicles were manufactured or adapted for ethanol use.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"These are crucial if countries are to meet the central goal of the Paris Agreement to keep the rise in the earth’s temperature to well below 2°C above pre-industrial levels by the year 2100, and pursue efforts to limit the temperature increase to 1,5°C above pre-industrial levels. In these countries, economic cycles are synchronized with commodity price cycles, implying that their economies grow faster during commodity price booms but slow down during commodity price slumps. As episodes of commodity price slumps are generally longer than boom periods, CDDCs experience, on average, slower growth than other countries. Commodity dependence affects economic performance through several channels.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Note by the UNCTAD secretariat for the multi-year Expert Meeting on Commodities and Development, Geneva, 6-7 April; available at: www.unctad.org/en/docs/cimem2d2_en.pdf. The global economic crisis: Systemic failures and multilateral remedies (UNCTAD/GDS/2009/1). Report by the UNCTAD secretariat Task Force on Systemic Issues and Economic Cooperation.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Women in leadership positions not only bring gender perspectives to the job, but serve as role models and project a level of ambition that positively impacts girls, especially in regions where widespread gender stereotyping and discrimination persists. In 2015, the Americas had the highest share of female members of parliament in the world (25.2%), the liighest share of women ministers (22.9%) and a relatively high niunber of female executives in government, with women in leadership roles in Argentina, Brazil and Chile (Inter-Parliamentary Union and U.N. Women, 2015). Between 1997 and 2014, the share of parliamentary seats held by women more than doubled in Mexico (from 14% to 37%), Chile (from 8% to 16%) and Peru (from 11% to 22%). During the same period, this share also increased from 12% to 20% in Colombia.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In June 2016, the Korean government decided to unify the operations and management of hydropower dams. As a consequence, hydropower dams and multipurpose dams are managed conjunctively (see Box 4.2). Multipurpose dams are owned by the government (MoLIT) and operated by K-water; they discharge water year round to serve several purposes, such as flood prevention, water supply and power generation.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In Brazil, the federal government sets the general standards for schools but does not have direct responsibilities, with a few exceptions, on primary and secondary schools, which are mainly local (municipalities) and regional (states). Both levels have a large degree of autonomy in determining their curriculum. The group also aimed at providing the technical advice needed to shape the programme in accordance with educational official methodology, as well as to facilitate the inclusion of financial concepts into the normal curriculum of primary and secondary schools.","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Although in 2012, youth represented 24.4% of the working-age population in Brazil, 46.3% of the unemployed in the same year were young. That unemployment is an issue of serious concern to youth emerged clearly from a survey of youth carried out in 2008: 61% of youth cited a lack of work opportunities as the most important challenge facing their age group, and 44% believed that youth employment programmes should be the government’s number one priority (Abramo et al., This is no different in Brazil (see Chapter 3 for further details).","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The river then flows through semi-arid to arid areas for over 1,500 km, with high evaporation rates and no further dilution. It has also led to the salinization of the Shatt al Arab River (see Chap. The spatial variations in salinity levels generally indicate an increasing trend of dissolved solids downstream.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Over the past 20 years, the CWSRFs have lent USD 63 billion for 20 711 projects in communities of all sizes (of which 96% went to wastewater treatment projects). They have lent USD 2.31 for every dollar the federal government had initially allocated. The DWSRFs have lent USD12.6 billion to 5 555 projects over 10 years. However, this might end up causing excessive leverage.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The coffee is sold to Alter Trade Timor, a marketing social enterprise chat aims to ensure that the producers obtain a fair price for their coffee, as well as investing in training to help co-operative members improve yields, raise quality and consistency and develop more sustainable incomes. Alter Trade Timor sells the coffee onward to Tradewinds, a not-for-profit fair-trade organization that aims to export high-quality products to consumers in Australia “who in good conscience know that the coffee they drink has benefited the producers. For example, ILO initiatives have revolved around identifying and supporting the establishment of social businesses that could help reduce poverty in rural areas.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Although South Africa is classified as semi-arid, there is considerable variation in climate as well as topography. The climatic zones vary, from the extreme desert in the farthest north-west to the lush subtropical climate in the east along the Mozambique border and the Indian Ocean. The terrain consists of a vast interior plateau rimmed by rugged hills and narrow coastal plains. South Africa has one of the highest rates of income inequality in the world.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"After ten years in operation, the PAA had purchased more than 3 million tonnes of food from over 200 000 family farms. Nevertheless, it constitutes only 0.0004 percent of Brazil's GDP (IPC-IG and WFP, 2013). Through the DAP, farmers are classified by poverty and vulnerability, to determine the poorest and most vulnerable. It is established by law that they are to receive preference as potential participants in the PAA.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Secondly, cash for production programmes were implemented, mainly involving the removal of rubble and six road rehabilitation projects in vulnerable neighbourhoods. The workers received a payment based on the volume of rubble removed per day, measured in cubic metres (Lamaute-Brisson, 2013). The beneficiaries are expected to use the resources to finance productive investments (Bene and others, 2014).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"This is characterised by early adopters, majority early adopters, majority late adopters and laggards or late adopters. On the supply side, the diffusion of the public service innovation under service integration in the CSCs implies that government agencies and departments receive communication or some form of signalling from the centre’ so as to adopt the option of providing their services within one-stop shops. The resulting distribution is thus expected to be a right-skewed distribution curve, with more public agencies and departments bringing their services in the early adoption phase. The last few laggard supply-side adopters would therefore represent those departments and agencies offering complex services, whose integration requires more time, technological adjustments and significant capital outlay.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"These include feasibility and viability after the project funding period. Based on the grading, the LAG will prioritise, select and provide partial funding for projects. The reasons, it was assumed, included lack of time and organization among fishers. In order to overcome these barriers, the LAG representative responsible for the ESSF together with the County Administrative Board made a comprehensive SWOT analysis to map potentials and constraints for the development of coastal fisheries in Oresund.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Successive governments have pursued active policies to enhance Luxembourg’s attractiveness as a site for financial and industrial activity. The dematerialisation of domestic production is having a favourable impact on the environment, but services also generate movements and energy consumption for heating and cooling buildings. Consumption is exerting heavy pressure on the environment.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The Upstream Thinking initiative now operates on ten catchments in target areas, working with over a thousand farmers. Following extensive discussion in 2007-09, guidance leading to the PR09 review included catchment solutions as an option companies could use to address water quality challenges (Ofwat, 2009(87]). In the run-up to PR14, Ofwat supported the development of catchment solutions. With further experience, the regulatory agencies recommended that the approach be used more broadly by water companies in PR 14.","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"In particular, the Fund is to “operate in a transparent and accountable manner guided by efficiency and effectiveness” (UNFCCC, 2011). Further, monitoring and evaluation under the GCF will include “a results measurement framework with guidelines and appropriate performance indicators” (GCF, 2011). The benefits and challenges of developing results frameworks to assess the effectiveness of climate finance interventions are outlined in Box 1.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"A major wilderness area is identified as biodiverse if it has 75% of the original vegetation remaining in pristine condition and a low human population density (< 5 people/km2). Wilderness areas are based largely on the world’s terrestrial ecoregions (see Olson et al., It includes life expectancy, literacy, education and standards of living for countries worldwide.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"In fast-changing markets, some of today's successful gazelles may no longer be around tomorrow. It is in the interest of education and training institutions to involve the most dynamic players in relevant markets in training activities. Industry associations may also need to be proactive and reach out to institutions to establish forward-looking collaboration.","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"In rural South Africa, mothers are ""often demonised as deviant and negligent"" through adolescents' accounts of how they became infected with HIV which they trace back to a mother's unplanned, unprotected sex and early pregnancy (Vale &Thabeng, 2016). In South Africa younger mothers were found to participate most and fathers least (Mmotlane, Winnaar & Kivilu, 2009). Gender also influences who adolescents live with: boys are more likely than girls to live with their grandparents, whereas girls tend to live with their siblings, aunts, uncles or other relatives, and in households headed by their husbands (Zimmer & Dayton, 2005).","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The improvements in income levels mid income distribution were greater than expected, however, spuning a decline in the regional indigence rate. Of the 12 countries for which information is available for 2011,7 recorded declines: Paraguay (-5.2 points), Ecuador (-3.7 points), Peru (-3.5 points), Colombia (-3.1 points), Argentina (-2.9 points) and Brazil (-2.0 points each year between 2009 and 2011) and Uruguay (-1.9 points). Indigence rates were also down fairly sharply in these countries (see figure 1.2).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Moreover, 'States should adopt temporary special measures to accelerate the equal enjoyment by women of all economic, social and cultural rights' to address this situation’ (ibid.). She adds that 'considering that gender inequality is a cause of and a factor that perpetuates poverty, effective recovery policies must take into account State obligations regarding gender equality and the protection of women's full range of rights' (ibid., 23).The ILO recently passed the Social Protection Floors Recommendation, which links the right to social security to the promotion of‘equal opportunity and gender and racial equality’(ILO 2012). Redistributive measures are not in themselves sufficient to address gendered disadvantage.","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"For example, the European Union Water Framework Directive21 imposes legally binding requirements with respect to adaptation-relevant investments on private sector actors engaged in water-related development efforts. As noted above, the Paris Agreement promises an enhanced role for utilization of market mechanisms for payment of environmental services; and the next generation of market tools for sustainable development could make adaptation deliverables a focus (Persson, 2011). For example, investments in infrastructure and early warning systems must precede the delivery of some adaptation measures such as improved crop distribution, enhanced delivery of medical services during a heat wave and rapid response to extreme weather events.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Among other things, these technologies can serve to increase access to employment, improve educational processes, expand the scope of health services, increase the efficiency and effectiveness of State provision, provide the voiceless with greater options for the exercise of citizenship and improve human security in socially disadvantaged environments. Brazil <2008 and 2013). Chile (2009 and 2013).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
